company,year,is_financial,sector,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash
GS,2015,0,,12301179000000.0,1581778000000.0,509319000000.0,19023008000000,10925156000000,8097852000000,
GS,2016,0,,13462426000000.0,1754224000000.0,923311000000.0,20341172000000,11420898000000,8920274000000,
GS,2017,0,,16209942000000.0,2071234000000.0,1091904000000.0,22003689000000,12341065000000,9662624000000,
GS,2018,0,,17744385000000.0,2209837000000.0,1030460000000.0,22630978000000,12105993000000,10524985000000,
GS,2019,0,,17786063000000.0,2033142000000.0,668945000000.0,24739276000000,13739728000000,10999548000000,
GS,2020,0,,15444214000000.0,920569000000.0,-187776000000.0,24476843000000,13720298000000,10756545000000,
GS,2021,0,,20240085000000.0,2640272000000.0,1614682000000.0,31191287000000,16988343000000,14202944000000,
GS,2022,0,,28777048000000.0,5005127000000.0,2482704000000.0,33922242000000,17434432000000,16487810000000,
GS,2023,0,,25978494000000.0,3721802000000.0,1578711000000.0,34448425000000,16823230000000,17625195000000,
GS,2024,0,,25297467000000.0,3060163000000.0,863517000000.0,35063398000000,16593042000000,18470356000000,
GS건설,2013,0,,9565758139923.0,-935450518345.0,-827346708179.0,12427312941831,9268033516803,3159279425028,
GS건설,2014,0,,9487551635482.0,51168674965.0,-22452682512.0,13094708930347,9513096912487,3581612017860,
GS건설,2015,0,,10572620348180.0,122067493024.0,29476718638.0,13005492988073,9657468063683,3348024924390,
GS건설,2016,0,,11035596402664.0,142977771949.0,-20431464417.0,13376589310291,10023424374617,3353164935674,
GS건설,2017,0,,11679456006382.0,318669425185.0,-163676081910.0,13696614623700,10456899426805,3239715196895,
GS건설,2018,0,,13139372923261.0,1064489177085.0,587434395163.0,12033275312727,8408589418656,3624685894071,
GS건설,2019,0,,10416589201821.0,767266689077.0,447479242607.0,13171205734337,9028178350231,4143027384106,
GS건설,2020,0,,10122930837450.0,750397845885.0,329675683016.0,13770677888907,9458561906485,4312115982422,
GS건설,2021,0,,9036575422803.0,646485539335.0,428803249577.0,15183727264768,10311003421948,4872723842820,
GS건설,2022,0,,12299196214752.0,554834830515.0,441211560543.0,16946616696898,11590413888307,5356202808591,
GS건설,2023,0,,13436684904471.0,-387945401071.0,-419500544880.0,17707298538013,12822138677201,4885159860812,
GS건설,2024,0,,12863811468386.0,285954335787.0,263924031753.0,17803293924556,12716169965113,5087123959443,
HD한국조선해양,2013,0,,54194400783000.0,803602727000.0,145483064000.0,53082013684000,34089050573000,18992963111000,
HD한국조선해양,2014,0,,52787283421000.0,-3273993328000.0,-2213786979000.0,53113762940000,36535523801000,16578239139000,
HD한국조선해양,2015,0,,46317640151000.0,-1584905920000.0,-1375768355000.0,49469064992000,34042961419000,15426103573000,
HD한국조선해양,2016,0,,39320377292000.0,1549644433000.0,626990744000.0,48949259814000,31162698165000,17786561649000,
HD한국조선해양,2017,0,,15468835510000.0,14645630000.0,2693141932000.0,30408847507000,18036809525000,12372037982000,
HD한국조선해양,2018,0,,13119891213000.0,-522520013000.0,-453610241000.0,24729898792000,11618935420000,13110963372000,
HD한국조선해양,2019,0,,15182553166000.0,290167614000.0,213081106000.0,25055372817000,12129057655000,12926315162000,
HD한국조선해양,2020,0,,14903657734000.0,74367134000.0,-835177677000.0,25244191252000,12822965818000,12421225434000,
HD한국조선해양,2021,0,,15493381773000.0,-1384815777000.0,-1141204413000.0,27293093978000,14879338674000,12413755304000,
HD한국조선해양,2022,0,,17302020185000.0,-355560593000.0,-295177096000.0,29883476300000,17571346490000,12312129810000,
HD한국조선해양,2023,0,,21296205574000.0,282260719000.0,144930284000.0,32242568184000,19872465252000,12370102932000,
HD한국조선해양,2024,0,,25538577356000.0,1434090492000.0,1454580111000.0,36719137422000,22563324218000,14155813204000,
HD현대일렉트릭,2017,0,,1449573280270.0,62419265433.0,14281034940.0,2094576576063,1054462680230,1040113895833,
HD현대일렉트릭,2018,0,,1940412136088.0,-100581457249.0,-178926078845.0,2326055714894,1474757170794,851298544100,
HD현대일렉트릭,2019,0,,1771133588482.0,-156694465555.0,-264300822542.0,2256474848477,1556258916971,700215931506,
HD현대일렉트릭,2020,0,,1811344734384.0,72699092216.0,-40246346429.0,2272620339599,1593446800528,679173539071,
HD현대일렉트릭,2021,0,,1805991746883.0,9736360055.0,-33686739374.0,2214970249748,1568748135135,646222114613,
HD현대일렉트릭,2022,0,,2104499487335.0,133040987326.0,162017992899.0,2435030170738,1603861296111,831168874627,
HD현대일렉트릭,2023,0,,2702799337370.0,315218290721.0,259455508262.0,2910160077690,1853129751520,1057030326170,
HD현대일렉트릭,2024,0,,3322349007529.0,668970713547.0,498409535389.0,3795545096460,2288027971862,1507517124598,
HD현대중공업,2019,0,,5456667592000.0,129480289000.0,-88945128000.0,13869458775000,8246551333000,5622907442000,
HD현대중공업,2020,0,,8312009823000.0,32509061000.0,-431445898000.0,13799657849000,8438873228000,5360784621000,
HD현대중공업,2021,0,,8311275924000.0,-800262777000.0,-814227962000.0,15078671491000,9484646542000,5594024949000,
HD현대중공업,2022,0,,9045480488000.0,-289151153000.0,-352064622000.0,16289398053000,11001578566000,5287819487000,
HD현대중공업,2023,0,,11963925991000.0,178639965000.0,24689214000.0,17133618109000,11926177799000,5207440310000,
HD현대중공업,2024,0,,14486453544000.0,705223483000.0,621509420000.0,19390946750000,13686498249000,5704448501000,
KB금융,2021,1,금융_은행,,,4384381000000.0,663895834000000,615601914000000,48293920000000,
KB금융,2022,1,금융_은행,,,3931401000000.0,688664826000000,634557025000000,54107801000000,
KB금융,2023,1,금융_은행,,,4563431000000.0,715738152000000,656864842000000,58873310000000,
KB금융,2024,1,금융_은행,,,5028606000000.0,757845532000000,698030351000000,59815181000000,
LG디스플레이,2013,0,,27033035000000.0,1163314000000.0,418973000000.0,21715284000000,10917864000000,10797420000000,
LG디스플레이,2014,0,,26455529000000.0,1357255000000.0,917404000000.0,22967023000000,11183613000000,11783410000000,
LG디스플레이,2015,0,,28383884000000.0,1625566000000.0,1023456000000.0,22577160000000,9872204000000,12704956000000,
LG디스플레이,2016,0,,26504074000000.0,1311416000000.0,931508000000.0,24884336000000,11421948000000,13462388000000,
LG디스플레이,2017,0,,27790216000000.0,2461618000000.0,1937052000000.0,29159687000000,14178177000000,14981510000000,
LG디스플레이,2018,0,,24336571000000.0,92891000000.0,-179443000000.0,33175710000000,18289464000000,14886246000000,
LG디스플레이,2019,0,,23475567000000.0,-1359382000000.0,-2872078000000.0,35574563000000,23086282000000,12488281000000,
LG디스플레이,2020,0,,24230124000000.0,-29117000000.0,-70636000000.0,35071523000000,22334584000000,12736939000000,
LG디스플레이,2021,0,,29878043000000.0,2230608000000.0,1333544000000.0,38154515000000,23392014000000,14762501000000,
LG디스플레이,2022,0,,26151781000000.0,-2085047000000.0,-3195585000000.0,35686019000000,24366792000000,11319227000000,
LG디스플레이,2023,0,,21330819000000.0,-2510164000000.0,-2576729000000.0,35759298000000,26988754000000,8770544000000,
LG디스플레이,2024,0,,26615347000000.0,-560596000000.0,-2409300000000.0,32859566000000,24786759000000,8072807000000,
LG이노텍,2013,0,,6211515631208.0,136150073033.0,15541926763.0,4581270748662,3264370902161,1316899846501,
LG이노텍,2014,0,,6466119296270.0,313958825744.0,112676677108.0,4428761036738,2732270962693,1696490074045,
LG이노텍,2015,0,,6138128790832.0,223685061786.0,95091926212.0,3914337673220,2149282679311,1765054993909,
LG이노텍,2016,0,,5754565528569.0,104825998022.0,4952969520.0,4323719057894,2545243040452,1778476017442,
LG이노텍,2017,0,,7641360524432.0,296491317621.0,174778425636.0,5877488986552,3926706308999,1950782677553,
LG이노텍,2018,0,,7982103642672.0,263517409591.0,163100029199.0,5756067240947,3637832042030,2118235198917,
LG이노텍,2019,0,,8302068230724.0,403129277832.0,102300470956.0,5770780509572,3566176252062,2204604257510,
LG이노텍,2020,0,,9541789540547.0,681019009060.0,236127867008.0,6038600271628,3610912434530,2427687837098,
LG이노텍,2021,0,,14945609219058.0,1264223240881.0,888282436433.0,7741352841297,4427146647365,3314206193932,
LG이노텍,2022,0,,19589409483381.0,1271751532028.0,979848640817.0,9793617826430,5527824867091,4265792959339,
LG이노텍,2023,0,,20605290000000.0,830824000000.0,565201000000.0,11204306000000,6489731000000,4714575000000,
LG이노텍,2024,0,,21200755000000.0,706043000000.0,449274000000.0,11378212000000,6024347000000,5353865000000,
LG전자,2013,0,,56772302000000.0,1249011000000.0,222704000000.0,35528064000000,22838695000000,12689369000000,
LG전자,2014,0,,59040767000000.0,1828557000000.0,501357000000.0,37068420000000,24077323000000,12991097000000,
LG전자,2015,0,,56509008000000.0,1192291000000.0,249143000000.0,36313896000000,23330409000000,12983487000000,
LG전자,2016,0,,55367033000000.0,1337763000000.0,126315000000.0,37855269000000,24498527000000,13356742000000,
LG전자,2017,0,,61396284000000.0,2468549000000.0,1869518000000.0,41220959000000,26547275000000,14673684000000,
LG전자,2018,0,,61341664000000.0,2703291000000.0,1472814000000.0,44328443000000,28021536000000,16306907000000,
LG전자,2019,0,,62306175000000.0,2436139000000.0,179948000000.0,44859875000000,28434737000000,16425138000000,
LG전자,2020,0,,63262046000000.0,3194987000000.0,2063790000000.0,48204227000000,30662102000000,17542125000000,
LG전자,2021,0,,74721629000000.0,3863774000000.0,1414972000000.0,53481478000000,33383445000000,20098033000000,
LG전자,2022,0,,83467318000000.0,3550972000000.0,1863123000000.0,55156141000000,32664144000000,22491997000000,
