company,year,is_financial,sector,revenue,operating_profit,net_income,total_assets,total_liabilities,equity,cash
롯데쇼핑,2015,0,,29127654925283.0,853713007920.0,-345501284632.0,40693366454506,23605524179664,17087842274842,
롯데쇼핑,2016,0,,29526412572111.0,940360642219.0,246874755082.0,41915906500152,24651864607475,17264041892677,
롯데쇼핑,2017,0,,18179871101045.0,529859135791.0,-20636693242.0,27948488049082,14597135456810,13351352592272,
롯데쇼핑,2018,0,,17820781434515.0,597003598572.0,-464996590795.0,26259308858206,13831935992803,12427372865403,
롯데쇼핑,2019,0,,17622000488403.0,427910873611.0,-816477652183.0,33972615751676,22181607402723,11791008348953,
롯데쇼핑,2020,0,,16184381959951.0,346084471821.0,-686569608178.0,32829404196405,21740641629099,11088762567306,
롯데쇼핑,2021,0,,15573550042665.0,207602693266.0,-272964154001.0,33426533819002,21629527142066,11797006676936,
롯데쇼핑,2022,0,,15476035656554.0,386225594610.0,-318692441033.0,31703575873070,20668459087068,11035116786002,
롯데쇼핑,2023,0,,14555863880290.0,508404731640.0,169180436381.0,30644698696537,19808248977726,10836449718811,
롯데쇼핑,2024,0,,13986578270060.0,473113964780.0,-994075271502.0,39003044584713,21969427278570,17033617306143,
롯데케미칼,2013,0,,16438935362784.0,487422718955.0,285824983019.0,10687663571000,4393204847831,6294458723169,
롯데케미칼,2014,0,,14858969270208.0,350928517652.0,143653052352.0,10322655619289,3853656850026,6468998769263,
롯데케미칼,2015,0,,11713338201119.0,1611119465482.0,990655495309.0,11467808898774,3912222823918,7555586074856,
롯데케미칼,2016,0,,13223540873785.0,2544253936085.0,1837184919078.0,15866834169901,6466016999469,9400817170432,
롯데케미칼,2017,0,,15874510689910.0,2929720957827.0,2284576938361.0,19550971100650,7296204039219,12254767061431,
롯데케미칼,2018,0,,16545013876662.0,1967399409446.0,1641934137836.0,20799138833104,7254811592591,13544327240513,
롯데케미칼,2019,0,,15123477947655.0,1107258909223.0,756665993886.0,20043105157128,5989974765604,14053130391524,
롯데케미칼,2020,0,,12223031551258.0,356911281146.0,175348148336.0,19386545994630,5674190700686,13712355293944,
롯데케미칼,2021,0,,18120462422756.0,1535640888894.0,1425601668371.0,22869964008005,7418767512580,15451196495425,
롯데케미칼,2022,0,,22276082763692.0,-762606983916.0,27820456953.0,26784587810580,9520345523797,17264242286783,
롯데케미칼,2023,0,,19946396629902.0,-347702499473.0,-39243085252.0,33476310224541,13243769644688,20232540579853,
롯데케미칼,2024,0,,20430375565357.0,-894081004428.0,-1825555752135.0,34552330375053,14564385612175,19987944762878,
메리츠금융지주,2021,1,금융_은행,,,1383247331375.0,82030936760089,75147647740949,6883289019140,
메리츠금융지주,2022,1,금융_은행,,,2133340042799.0,88977399369676,80435428574826,8541970794850,
메리츠금융지주,2023,1,금융_은행,,,2125376583433.0,102235842680189,92138657614258,10097185065931,
메리츠금융지주,2024,1,금융_은행,,,2333433638351.0,115578247112858,104648211084850,10930036028008,
미래에셋증권,2021,1,금융_증권,,,1183438432208.0,108641793313959,98031833902423,10609959411536,
미래에셋증권,2022,1,금융_증권,,,706131422248.0,106952189880235,95852875159122,11099314721113,
미래에셋증권,2023,1,금융_증권,,,337857808122.0,128177312090956,116938445976567,11238866114389,
미래에셋증권,2024,1,금융_증권,,,925470295452.0,137176998056307,124913289504539,12263708551768,
빙그레,2013,0,,805045448905.0,50629016410.0,37919419071.0,564293684908,96688487857,467605197051,
빙그레,2014,0,,820021629220.0,41699604809.0,37567660371.0,578852361832,94840417664,484011944168,
빙그레,2015,0,,799571650621.0,31692712996.0,24742588426.0,616988522405,99825437838,517163084567,
빙그레,2016,0,,813166106663.0,37235846082.0,28730760395.0,623750932009,101995297760,521755634249,
빙그레,2017,0,,857454493207.0,34708336169.0,29615034874.0,635622606558,106776945833,528845660725,
빙그레,2018,0,,855162971617.0,39329614676.0,34201160684.0,653929092795,108852814244,545076278551,
빙그레,2019,0,,878334259510.0,45782148344.0,41057895775.0,684922782174,113783206589,571139575585,
빙그레,2020,0,,959129489604.0,39847416288.0,34876252444.0,764138445081,174607300847,589531144234,
빙그레,2021,0,,1147435118625.0,26243919355.0,-19327115194.0,760245280571,202369499606,557875780965,
빙그레,2022,0,,1267685822673.0,39407655268.0,25685517208.0,769266587599,193497612928,575768974671,
빙그레,2023,0,,1394316382403.0,112245218200.0,86218494465.0,890717259861,249119716386,641597543475,
빙그레,2024,0,,1463041258105.0,131275792188.0,103226927609.0,1003074746009,281231244140,721843501869,
삼성SDI,2013,0,,5016464902443.0,-27394358599.0,147915701017.0,10555670889393,3013254458639,7542416430754,
삼성SDI,2014,0,,5474221640643.0,70817508605.0,-80314437457.0,15968549945813,4141638653812,11826911292001,
삼성SDI,2015,0,,7569330839945.0,-59832025818.0,25685765743.0,16225303457752,4972110604907,11253192852845,
삼성SDI,2016,0,,5200822510213.0,-926332633992.0,211111190212.0,14900311234207,3936201007249,10964110226958,
삼성SDI,2017,0,,6321560921969.0,116894786518.0,643193862964.0,15751476329733,4299476832291,11451999497442,
삼성SDI,2018,0,,9158272454945.0,714970606151.0,745049185447.0,19349721183929,7124501967739,12225219216190,
삼성SDI,2019,0,,10097426164132.0,462176462269.0,402366429569.0,19852096448004,7191751252868,12660345195136,
삼성SDI,2020,0,,11294770446035.0,671335358424.0,630966297526.0,21534232266829,8175305378713,13358926888116,
삼성SDI,2021,0,,13553220248796.0,1067575600497.0,1250401560241.0,25833192996936,10636493682081,15196699314855,
삼성SDI,2022,0,,20124069515854.0,1808013013202.0,2039361447986.0,30257525171127,13040023014999,17217502156128,
삼성SDI,2023,0,,22708300498633.0,1633368964768.0,2066046562201.0,34038860192967,14131610215445,19907249977522,
삼성SDI,2024,0,,16592248884388.0,363304463263.0,575512415979.0,40597344536357,19030107423830,21567237112527,
삼성물산,2013,0,,3226058705106.0,111092836540.0,45192147862.0,8553888931825,4604755901515,3949133030310,
삼성물산,2014,0,,5129564426033.0,213411367915.0,455072359783.0,9511431411456,4226141563083,5285289848373,
삼성물산,2015,0,,13344675370414.0,37138349416.0,2685651116146.0,42361430965137,24047495346801,18313935618336,
삼성물산,2016,0,,28102683822618.0,139524591271.0,20841926913.0,44458515389663,23352804702692,21105710686971,
삼성물산,2017,0,,29279045517862.0,881268354846.0,481104477540.0,49048902937410,23897652811024,25151250126386,
삼성물산,2018,0,,31155636886660.0,1103890168247.0,1748243543408.0,42406651757716,19857716709970,22548935047746,
삼성물산,2019,0,,30761501059039.0,866770072122.0,1047890680687.0,45905516600415,19213420293061,26692096307354,
삼성물산,2020,0,,30216118916989.0,857079813534.0,1160650819953.0,54331740265746,21386258023034,32945482242712,
삼성물산,2021,0,,34455181882704.0,1195982736408.0,1829084039967.0,55245423114466,22093183631512,33152239482954,
삼성물산,2022,0,,43161653399535.0,2528524413589.0,2544956968509.0,58981492466950,27017371086433,31964121380517,
삼성물산,2023,0,,41895681215734.0,2870173816853.0,2719106116709.0,66127029212679,26229919730957,39897109481722,
삼성물산,2024,0,,42103238027336.0,2983396694918.0,2772012091811.0,61990426835548,24731886937019,37258539898529,
삼성바이오로직스,2015,0,,91278028788.0,-203642443703.0,1904945916599.0,5960493716448,3185659557942,2774834158506,
삼성바이오로직스,2016,0,,294622020774.0,-30422638580.0,-176823409527.0,7533016106344,3450636646771,4082379459573,
삼성바이오로직스,2017,0,,464629334143.0,65979402411.0,-96972115811.0,7183091162578,3206640270217,3976450892361,
삼성바이오로직스,2018,0,,535805801067.0,55678744526.0,224109194872.0,5980408648293,1824940197145,4155468451148,
삼성바이오로직스,2019,0,,701591859755.0,91742387198.0,202904099088.0,5911626511920,1557172766554,4354453745366,
삼성바이오로직스,2020,0,,1164776873641.0,292786554082.0,240974799963.0,6424201164962,1825417992598,4598783172364,
삼성바이오로직스,2021,0,,1568006928039.0,537309408072.0,393589467655.0,7970010786863,2978908646183,4991102140680,
삼성바이오로직스,2022,0,,3001295197683.0,983627394377.0,798056210082.0,16582050258486,7597575863329,8984474395157,
삼성바이오로직스,2023,0,,3694588767068.0,1113680009715.0,857691298384.0,16046197209196,6215704796851,9830492412345,
삼성바이오로직스,2024,0,,4547322176421.0,1320052380133.0,1083315885986.0,17336296349511,6431620287493,10904676062018,
삼성생명,2021,1,금융_보험,,,1597702000000.0,341382574000000,301757207000000,39625367000000,
삼성생명,2022,1,금융_보험,,,2307597000000.0,296234163000000,254672143000000,41562020000000,
삼성생명,2023,1,금융_보험,,,2033709000000.0,314655050000000,270317609000000,44337441000000,
삼성생명,2024,1,금융_보험,,,2260255000000.0,312218844000000,279480913000000,32737931000000,
삼성에스디에스,2013,0,,7046832520854.0,505628873770.0,325982504939.0,5300099795352,1416720293412,3883379501940,
삼성에스디에스,2014,0,,7897747592292.0,593419182390.0,434272525474.0,5546045160128,1332020531160,4214024628968,
삼성에스디에스,2015,0,,7853458731256.0,588251362574.0,469830680454.0,6331679124457,1554827346233,4776851778224,
삼성에스디에스,2016,0,,8180186860839.0,627092295270.0,514327713066.0,6842003858379,1550879763798,5291124094581,
삼성에스디에스,2017,0,,9299206129920.0,731559148609.0,541772277273.0,7277760879807,1558331443164,5719429436643,
삼성에스디에스,2018,0,,10034218901478.0,877355813196.0,638792258413.0,8013849390714,1865297206344,6148552184370,
삼성에스디에스,2019,0,,10719631804166.0,990089397088.0,750448957378.0,9021235882454,2296078793954,6725157088500,
삼성에스디에스,2020,0,,11017431525517.0,871618076210.0,452908951325.0,9154919055538,2295810891305,6859108164233,
삼성에스디에스,2021,0,,13630002438924.0,808097771607.0,633381433112.0,10517432175247,3073731543176,7443700632071,
삼성에스디에스,2022,0,,17234749537662.0,916074023314.0,1130012585621.0,11952424889489,3485454954575,8466969934914,
삼성에스디에스,2023,0,,13276844204872.0,808230946594.0,701325761022.0,12321024561023,3345453419084,8975571141939,
삼성에스디에스,2024,0,,13828232033800.0,911096907001.0,789501325293.0,13238330251696,3532880772221,9705449479475,
삼성전기,2013,0,,7126507233616.0,540968464217.0,345692360329.0,7185342977580,2927315538614,4258027438966,
삼성전기,2014,0,,6100447147864.0,64948969155.0,508911818142.0,7718611985115,3075815904963,4642796080152,
삼성전기,2015,0,,6176258143768.0,301331565461.0,20643329453.0,7269452863202,2954069645289,4315383217913,
삼성전기,2016,0,,6033040463975.0,24399516934.0,22914358716.0,7662629259862,3325043961430,4337585298432,
삼성전기,2017,0,,6838474133399.0,306203428562.0,177255994375.0,7767403543048,3435912156718,4331491386330,
삼성전기,2018,0,,8193023252994.0,1018052799586.0,685018514202.0,8644914205829,3698416649570,4946497556259,
삼성전기,2019,0,,8040817645787.0,733968842460.0,528048551036.0,8674248229943,3244151344435,5430096885508,
삼성전기,2020,0,,8208738308011.0,829130678277.0,623811177841.0,9225498476076,3315102536579,5910395939497,
삼성전기,2021,0,,9675036127726.0,1486872833804.0,915432452695.0,9941374038447,3070248395636,6871125642811,
삼성전기,2022,0,,9424551868027.0,1182835924271.0,993519182170.0,10997170898641,3303686219356,7693484679285,
삼성전기,2023,0,,8909448483915.0,639423737120.0,450482125173.0,11657871601848,3627546626400,8030324975448,
삼성전기,2024,0,,10294102976435.0,735005856995.0,703215637082.0,12792402920884,3776548889114,9015854031770,
삼성전자,2013,0,,228692667000000.0,36785013000000.0,30474764000000.0,214075018000000,64059008000000,150016010000000,
삼성전자,2014,0,,206205987000000.0,25025071000000.0,23394358000000.0,230422958000000,62334770000000,168088188000000,
삼성전자,2015,0,,200653482000000.0,26413442000000.0,19060144000000.0,242179521000000,63119716000000,179059805000000,
삼성전자,2016,0,,201866745000000.0,29240672000000.0,22726092000000.0,262174324000000,69211291000000,192963033000000,
삼성전자,2017,0,,239575376000000.0,53645038000000.0,42186747000000.0,301752090000000,87260662000000,214491428000000,
삼성전자,2018,0,,243771415000000.0,58886669000000.0,44344857000000.0,339357244000000,91604067000000,247753177000000,
삼성전자,2019,0,,230400881000000.0,27768509000000.0,21738865000000.0,352564497000000,89684076000000,262880421000000,
삼성전자,2020,0,,236806988000000.0,35993876000000.0,26407832000000.0,378235718000000,102287702000000,275948016000000,
삼성전자,2021,0,,279604799000000.0,51633856000000.0,39907450000000.0,426621158000000,121721227000000,304899931000000,
삼성전자,2022,0,,302231360000000.0,43376630000000.0,55654077000000.0,448424507000000,93674903000000,354749604000000,
삼성전자,2023,0,,258935494000000.0,6566976000000.0,15487100000000.0,455905980000000,92228115000000,363677865000000,
삼성전자,2024,0,,300870903000000.0,32725961000000.0,34451351000000.0,514531948000000,112339878000000,402192070000000,
삼성중공업,2013,0,,14834500941591.0,914214285258.0,632205456990.0,17427146525233,11581350720238,5845795804995,
삼성중공업,2014,0,,12879061898890.0,183019978883.0,147320208845.0,17122234082586,11549072786819,5573161295767,
삼성중공업,2015,0,,9714441843944.0,-1501905498704.0,-1212110013347.0,17301591987466,13035846228181,4265745759285,
삼성중공업,2016,0,,10414188640168.0,-147199515568.0,-138776906437.0,17217462678653,10942151906389,6275310772264,
삼성중공업,2017,0,,7901235154581.0,-524163793609.0,-340748297267.0,13818113112135,8020660443379,5797452668756,
삼성중공업,2018,0,,5265119547241.0,-409252129669.0,-388188868698.0,14282891986284,7536612429439,6746279556845,
삼성중공업,2019,0,,7349656035614.0,-616585523278.0,-1315353147184.0,13600084435896,8351155863402,5248928572494,
삼성중공업,2020,0,,6860317642496.0,-1054144023100.0,-1492699901584.0,12922170785868,9203939004269,3718231781599,
삼성중공업,2021,0,,6622001487326.0,-1311956174022.0,-1452069565718.0,12138595961258,8041328855444,4097267105814,
삼성중공업,2022,0,,5944667452285.0,-854420950816.0,-627411807133.0,14491697984864,10919760587958,3571937396906,
삼성중공업,2023,0,,8009429912108.0,233344768042.0,-155556375770.0,15593389152394,12184181554327,3409207598067,
삼성중공업,2024,0,,9903077919464.0,502698683088.0,53877228765.0,17194637128138,13445186022785,3749451105353,
삼성증권,2021,1,금융_증권,,,965338208537.0,65707486999598,59626558211304,6080928788294,
삼성증권,2022,1,금융_증권,,,422405108435.0,53848261017182,47652352674387,6195908342795,
삼성증권,2023,1,금융_증권,,,547405708396.0,56507909508834,49885200114300,6622709394534,
삼성증권,2024,1,금융_증권,,,899037889864.0,62273916116630,54949703002180,7324213114450,
삼성화재해상보험,2021,1,금융_보험,,,1124710311207.0,94934011110452,79441679329735,15492331780717,
삼성화재해상보험,2022,1,금융_보험,,,1626701560909.0,80796010435039,68272537720188,12523472714851,
삼성화재해상보험,2023,1,금융_보험,,,1821614343047.0,85019029989421,68874631707984,16144398281437,
삼성화재해상보험,2024,1,금융_보험,,,2076797712983.0,87269492540789,71667277794649,15602214746140,
셀트리온,2013,0,,226207868892.0,99845426804.0,102454821066.0,1978508192255,891376233855,1087131958400,
셀트리온,2014,0,,471045510648.0,201468888037.0,117481628265.0,2322385038800,974603694147,1347781344653,
셀트리온,2015,0,,603412768883.0,258954318718.0,158281750300.0,2748230541703,938389810418,1809840731285,
셀트리온,2016,0,,670580961669.0,221243034062.0,149418660913.0,2883847406229,822974206572,2060873199657,
셀트리온,2017,0,,949079965214.0,499585550587.0,377725080593.0,3294095985833,883598310539,2410497675294,
셀트리온,2018,0,,982074959799.0,323131558365.0,237476360558.0,3503108204930,907848812346,2595259392584,
셀트리온,2019,0,,1128459877886.0,381532472575.0,301442694249.0,3859646629058,986733418125,2872913210933,
셀트리온,2020,0,,1849115532111.0,718577359816.0,525702909620.0,5020121254019,1592540899881,3427580354138,
셀트리온,2021,0,,1911601263030.0,756857107226.0,595779438812.0,5674122532472,1623747845677,4050374686795,
셀트리온,2022,0,,2283967480394.0,647198174586.0,542566233270.0,5891652311251,1617448041462,4274204269789,
셀트리온,2023,0,,2176431531380.0,651481422157.0,539706505110.0,19917534297169,2791739989934,17125794307235,
셀트리온,2024,0,,3557303554371.0,492015534847.0,418883310404.0,21055222437706,3475160069015,17580062368691,
신한지주,2021,1,금융_은행,,,4112628000000.0,648152185000000,598613763000000,49538422000000,
신한지주,2022,1,금융_은행,,,4755514000000.0,664433230000000,611009672000000,53423558000000,
신한지주,2023,1,금융_은행,,,4478000000000.0,691795333000000,635473468000000,56321865000000,
신한지주,2024,1,금융_은행,,,4558170000000.0,739764256000000,680943223000000,58821033000000,
아모레퍼시픽,2013,0,,3100413235735.0,369838194383.0,267359054309.0,3401848939922,833717406621,2568131533301,
아모레퍼시픽,2014,0,,3874007757738.0,563751120080.0,385133728193.0,3854577557467,976255280279,2878322277188,
아모레퍼시픽,2015,0,,4766627213300.0,772909945489.0,584796054551.0,4443101431013,1070770670057,3372330760956,
아모레퍼시픽,2016,0,,5645440160699.0,848103454099.0,645728659544.0,5181577129735,1284945059242,3896632070493,
아모레퍼시픽,2017,0,,5123825882104.0,596399136908.0,398003012440.0,5375684238596,1200310083813,4175374154783,
아모레퍼시픽,2018,0,,5277844561808.0,481980827939.0,334844563966.0,5371137217822,924720135375,4446417082447,
아모레퍼시픽,2019,0,,5580142192519.0,427834596504.0,223761027766.0,5989007790647,1490166987522,4498840803125,
아모레퍼시픽,2020,0,,4432179039394.0,143009119307.0,21869011689.0,5701918175747,1237520431552,4464397744195,
아모레퍼시픽,2021,0,,4863128496699.0,343357809050.0,180857693977.0,6116713932912,1372414055290,4744299877622,
아모레퍼시픽,2022,0,,4134932512111.0,214233255761.0,129264244958.0,5801783178159,1022508074100,4779275104059,
아모레퍼시픽,2023,0,,3673963593157.0,108171257062.0,173878928996.0,5886510888702,1013805677645,4872705211057,
아모레퍼시픽,2024,0,,3885110699186.0,220481343913.0,601641373835.0,6783507800768,1457499911662,5326007889106,
오리온,2017,0,,1117220559284.0,107426612765.0,76680272181.0,2257997919856,913093478256,1344904441600,
오리온,2018,0,,1926947888826.0,282175028930.0,143026319852.0,2351350662439,906808482374,1444542180065,
오리온,2019,0,,2023296057252.0,327588745357.0,220467907564.0,2452307263966,784763985498,1667543278468,
오리온,2020,0,,2229819933633.0,376122012796.0,274562274378.0,2665406433687,767898167759,1897508265928,
오리온,2021,0,,2355499705531.0,372909907402.0,263661820679.0,3120428660902,827878188583,2292550472319,
오리온,2022,0,,2873246771346.0,466654503027.0,398308074971.0,3371683914220,732455081520,2639228832700,
오리온,2023,0,,2912358051475.0,492391149504.0,384981955249.0,3521385127842,565908178494,2955476949348,
오리온,2024,0,,3104338576129.0,543587778241.0,533229552422.0,4308449797008,734403929389,3574045867619,
우리금융지주,2021,1,금융_은행,,,2807371000000.0,447183871000000,418333676000000,28850195000000,
우리금융지주,2022,1,금융_은행,,,3323982000000.0,480474396000000,448847054000000,31627342000000,
우리금융지주,2023,1,금융_은행,,,2626894000000.0,498004936000000,464607446000000,33397490000000,
우리금융지주,2024,1,금융_은행,,,3171469000000.0,525753320000000,489858051000000,35895269000000,
유한양행,2013,0,,943609130801.0,61839789838.0,86461208090.0,1513968939000,285723239356,1228245699644,
유한양행,2014,0,,1017491786423.0,74393055125.0,90947777976.0,1615971977660,340107298014,1275864679646,
유한양행,2015,0,,1128731291653.0,85837373726.0,126046994757.0,1880328618143,516388705748,1363939912395,
유한양행,2016,0,,1320797335286.0,97793027286.0,161248743738.0,2045941041016,549388685975,1496552355041,
유한양행,2017,0,,1462248030140.0,88709620146.0,109636658758.0,2094673423815,488348428333,1606324995482,
유한양행,2018,0,,1518822858428.0,50126443053.0,58334962324.0,2173812633315,522077129723,1651735503592,
유한양행,2019,0,,1480353606936.0,12535759291.0,36612325771.0,2117200258200,467208886676,1649991371524,
유한양행,2020,0,,1619865302675.0,84255098219.0,190401937316.0,2393522100926,547019907073,1846502193853,
유한양행,2021,0,,1687810317744.0,48596120264.0,99126677873.0,2463811804950,527922717347,1935889087603,
유한양행,2022,0,,1775846942745.0,36028967211.0,90592526174.0,2472728072149,464921702703,2007806369446,
유한양행,2023,0,,1858983759666.0,56759795062.0,134031517424.0,2814070521926,712337878463,2101732643463,
유한양행,2024,0,,2067791451854.0,54880319609.0,55163455235.0,2942048836634,791378826075,2150670010559,
이마트,2013,0,,13035263107976.0,735103988376.0,476244256237.0,13051829830494,6353901700082,6697928130412,
이마트,2014,0,,13153607337382.0,582977457565.0,291918307030.0,13827456646373,6767738549527,7059718096846,
이마트,2015,0,,13639993101625.0,503780001348.0,455879563363.0,14493751837603,7254388517991,7239363319612,
이마트,2016,0,,14777876303720.0,546854595914.0,381637144670.0,15428184324979,7304015242185,8124169082794,
이마트,2017,0,,15876686561466.0,566919510328.0,627938626633.0,16066507597137,7295105646199,8771401950938,
이마트,2018,0,,17049079116942.0,462827002755.0,476179032683.0,16753863685013,7896367362273,8857496322740,
이마트,2019,0,,19062879818284.0,150652508829.0,223836243277.0,21094758779809,10888018088222,10206740691587,
이마트,2020,0,,22033009980862.0,237151679441.0,362572647516.0,22340423719351,11843844819721,10496578899630,
이마트,2021,0,,24932680935679.0,316790902379.0,1589074047501.0,31242082400946,18841829087123,12400253313823,
이마트,2022,0,,29332413845888.0,135651681895.0,1007725545174.0,33201721508714,19718359591026,13483361917688,
이마트,2023,0,,29472247894459.0,-46935431343.0,-187466317757.0,33443865586475,19609634816186,13834230770289,
이마트,2024,0,,29020896860848.0,47098144142.0,-573430173306.0,33930639265588,20746562841227,13184076424361,
카카오,2013,0,,210775881783.0,65852344129.0,61406763238.0,217200419044,39943792702,177256626342,
카카오,2014,0,,498857728726.0,176427094294.0,149821510168.0,2768024898489,304796831515,2463228066974,
카카오,2015,0,,932151827086.0,88588297005.0,78764757714.0,3188477733309,603002737682,2585474995627,
카카오,2016,0,,1464232790315.0,116135055801.0,65455116983.0,5484117180416,1781173329468,3702943850948,
카카오,2021,0,,5910512880994.0,587884339202.0,1640484195406.0,22784559108590,9216225462911,13568333645679,
카카오,2022,0,,6798741511168.0,569355650551.0,1066994242805.0,22963651561449,9447968971124,13515682590325,
카카오,2023,0,,7557001757272.0,460857845673.0,-1816669011014.0,25179968939321,11321369715195,13858599224126,
카카오,2024,0,,7871692199887.0,460212161525.0,-161870567171.0,25773028304462,11830134144725,13942894159737,
케이씨씨,2013,0,,3233043061118.0,231742876897.0,248992623676.0,7051729095904,1958474226716,5093254869188,
케이씨씨,2014,0,,3399828905019.0,273391768412.0,326693597855.0,8654534050524,2425226276386,6229307774138,
케이씨씨,2015,0,,3414387967077.0,309210485562.0,185052520840.0,8668411154310,2799757666789,5868653487521,
케이씨씨,2016,0,,3490487870757.0,326583101601.0,152961873663.0,9162368431781,3195442999478,5966925432303,
케이씨씨,2017,0,,3863990044651.0,329834971200.0,42299633566.0,9543776838218,3677520039826,5866256798392,
케이씨씨,2018,0,,3782162955964.0,243524364576.0,-23103553364.0,8965418419357,3224071784111,5741346635246,
케이씨씨,2019,0,,2719563984151.0,133209522238.0,-221877261778.0,9382221503013,4928994646675,4453226856338,
케이씨씨,2020,0,,5083631492987.0,133845504026.0,560873030681.0,12347572328146,7101577326376,5245995001770,
케이씨씨,2021,0,,5874899292339.0,388769767968.0,-53211168479.0,12878863208936,7502796337015,5376066871921,
케이씨씨,2022,0,,6774793651227.0,467661528938.0,28661656966.0,13118486307658,7567347802320,5551138505338,
케이씨씨,2023,0,,6288442613717.0,312530203929.0,92502625102.0,13353471078397,7905941668878,5447529409519,
케이씨씨,2024,0,,6658762417820.0,471118235184.0,293294512467.0,13108550142754,8069234736205,5039315406549,
케이티,2013,0,,23810599000000.0,839343000000.0,-60251000000.0,34846533000000,21981623000000,12864910000000,
케이티,2014,0,,22311666000000.0,-406590000000.0,-966176000000.0,33775502000000,21985214000000,11790288000000,
케이티,2015,0,,22281221000000.0,1292944000000.0,631288000000.0,29341185000000,17175720000000,12165465000000,
케이티,2016,0,,22743665000000.0,1439979000000.0,797844000000.0,30587733000000,17792954000000,12794779000000,
케이티,2017,0,,23387267000000.0,1375286000000.0,561526000000.0,29580628000000,16504252000000,13076376000000,
케이티,2018,0,,23460143000000.0,1261522000000.0,762305000000.0,32188830000000,17457550000000,14731280000000,
케이티,2019,0,,24342064000000.0,1151065000000.0,669347000000.0,34061292000000,18874339000000,15186953000000,
케이티,2020,0,,23916667000000.0,1184107000000.0,703392000000.0,33662545000000,18111112000000,15551433000000,
케이티,2021,0,,24898005000000.0,1671824000000.0,1459395000000.0,37159341000000,20592180000000,16567161000000,
케이티,2022,0,,25650011000000.0,1690088000000.0,1387663000000.0,40980681000000,22565958000000,18414723000000,
케이티,2023,0,,26376273000000.0,1649774000000.0,988718000000.0,42709982000000,24148845000000,18561137000000,
케이티,2024,0,,26431204000000.0,809471000000.0,417094000000.0,41879957000000,23883408000000,17996549000000,
케이티앤지,2013,0,,3782629860387.0,1020072134595.0,558194389161.0,7002640647878,1678463450950,5324177196928,
케이티앤지,2014,0,,4101425018304.0,1196917974851.0,800411845995.0,7317144546951,1663989141303,5653155405648,
케이티앤지,2015,0,,4134035080230.0,1366334874100.0,1046154494168.0,8586509523456,2351662594147,6234846929309,
케이티앤지,2016,0,,4468855746161.0,1468833905970.0,1203742346800.0,9729918447913,2675026654324,7054891793589,
케이티앤지,2017,0,,4667193482245.0,1441057249907.0,1211446576020.0,10020315626764,2160131491892,7860184134872,
케이티앤지,2018,0,,4471515592060.0,1253459370040.0,903359164406.0,10197870417450,2029666601415,8168203816035,
케이티앤지,2019,0,,4963202297002.0,1379590577939.0,1037198624955.0,10752439455974,2012853967690,8739585488284,
케이티앤지,2020,0,,5301617653949.0,1481051152257.0,1171643099110.0,11468383152160,2376811495915,9091571656245,
케이티앤지,2021,0,,5228351596536.0,1338383479632.0,971758744656.0,11637271194200,2428409041148,9208862153052,
케이티앤지,2022,0,,5851406367817.0,1267649967727.0,1005327163465.0,12301715783797,2943135752405,9358580031392,
케이티앤지,2023,0,,5862608000000.0,1167336000000.0,922361000000.0,12772452000000,3477517000000,9294935000000,
케이티앤지,2024,0,,5908792000000.0,1188814000000.0,1164999000000.0,13925237000000,4566772000000,9358465000000,
코웨이,2013,0,,2118341565040.0,339032347920.0,245074651953.0,1667858723448,726970214529,940888508919,
코웨이,2014,0,,2160315530683.0,364428569870.0,249668412108.0,1621649446068,582214416813,1039435029255,
코웨이,2015,0,,2315242282662.0,463339186676.0,343120384785.0,1775397142505,537169311710,1238227830795,
코웨이,2016,0,,2376328167259.0,338797453029.0,243311232107.0,1967707893346,784364134789,1183343758557,
코웨이,2017,0,,2516772498930.0,472748950692.0,325607409036.0,2158873074812,1176616545271,982256529541,
코웨이,2018,0,,2707315204077.0,519827214801.0,349811489109.0,2378903077059,1291204844642,1087698232417,
코웨이,2019,0,,3018912502707.0,458275463578.0,332207676536.0,2854954793880,1777759209346,1077195584534,
코웨이,2020,0,,3237411475094.0,606438716580.0,404710859650.0,3029023072502,1539014181296,1490008891206,
코웨이,2021,0,,3664259556788.0,640219263049.0,465486095093.0,3800627982540,1896190300581,1904437681959,
코웨이,2022,0,,3856132895084.0,677378551681.0,457795616474.0,4365074875331,2053106158533,2311968716798,
코웨이,2023,0,,3966519721923.0,731255078054.0,471011104871.0,4850965736396,2213210951932,2637754784464,
코웨이,2024,0,,4310141694596.0,795373861343.0,565452186637.0,5761561091079,2565445323713,3196115767366,
크래프톤,2021,0,,1885351810718.0,639639249890.0,519877622732.0,5635100724323,1026856415552,4608244308771,
크래프톤,2022,0,,1854016090527.0,751606569542.0,500154032217.0,6030311640765,917461503208,5112850137557,
크래프톤,2023,0,,1910576180288.0,768045608970.0,594060314352.0,6440456619598,881636358567,5558820261031,
크래프톤,2024,0,,2709774106588.0,1182487684188.0,1302592653712.0,7919463568015,1090331965788,6829131602227,
키움증권,2021,1,금융_증권,,,910172830315.0,45301100676390,40999237946334,4301862730056,
키움증권,2022,1,금융_증권,,,508170326221.0,48037301112929,43444207177999,4593093934930,
키움증권,2023,1,금융_증권,,,440737008036.0,52046420344899,47142321220678,4904099124221,
키움증권,2024,1,금융_증권,,,834883309831.0,55688423730459,50056548792460,5631874937999,
